accX,accy,accZ,gyroX,gyroY,gyroZ,flex1,flex2,flex3,mag,count,label
0.0547,0.0752,-0.0059,-0.0058,0.0146,0.0051,0.0009,0.0004,0.0,0.0621,2.0,1
0.0482,0.0583,-0.0175,-0.0199,0.0033,0.0121,0.0008,0.0002,0.0,0.0517,2.0,1
0.0802,0.0218,-0.038,-0.0032,0.0004,0.0178,0.0008,0.0004,0.0,0.0609,2.0,1
0.1304,0.0338,-0.0589,0.0123,0.0236,0.0125,0.0009,0.0002,0.0,0.098,2.0,1
0.1048,0.1049,-0.0551,0.0024,0.0705,0.06,0.6947,0.0004,0.0,0.1055,2.0,1
0.0144,-0.002,-0.0295,-0.0676,-0.0078,-0.0022,1.0,0.0002,0.0,0.0219,2.0,1
0.0969,0.0384,-0.0143,-0.0335,-0.0051,0.0008,0.9727,0.0004,0.0,0.0701,2.0,1
0.0528,0.041,-0.0024,0.0114,0.0249,0.028,0.693,0.0002,0.0,0.0446,2.0,1
0.069,0.0294,-0.018,0.0206,0.0112,-0.0033,0.2157,0.0004,0.0,0.0514,2.0,1
0.118,0.0586,-0.0283,0.0397,0.0232,-0.0064,0.4147,0.0002,0.0,0.0899,2.0,1
0.0858,0.0952,-0.0128,0.0106,0.0213,-0.001,0.0212,0.0004,0.0,0.0859,2.0,1
0.0769,0.0655,-0.0151,-0.0146,0.0112,0.002,0.0011,0.0002,0.0,0.0681,2.0,1
0.0609,0.0639,-0.0086,-0.0166,0.0166,0.002,0.0005,0.0004,0.0,0.0591,2.0,1
0.042,0.0453,-0.0184,-0.0271,-0.0002,-0.0005,0.0011,0.0002,0.0,0.043,2.0,1
0.0837,0.022,-0.0389,-0.0163,0.0014,0.0002,0.0005,0.0004,0.0,0.0633,2.0,1
0.0925,0.0296,-0.0452,-0.0001,0.0157,-0.0035,0.0012,0.0002,0.0,0.0714,2.0,1
0.0913,0.0614,-0.0368,-0.0014,0.0197,-0.007,0.0004,0.0004,0.0,0.0774,2.0,1
0.0691,0.0627,-0.0256,-0.0068,0.0192,-0.0043,0.0012,0.0002,0.0,0.0645,2.0,1
0.041,0.0727,-0.0078,-0.0277,0.0202,-0.0009,0.0005,0.0004,0.0,0.0559,2.0,1
0.0531,0.0324,-0.0158,-0.0199,0.0069,0.0035,0.0012,0.0002,0.0,0.0428,2.0,1
0.0879,0.031,-0.03,-0.0008,0.0112,0.0013,0.0005,0.0004,0.0,0.0653,2.0,1
